feature,mean,std
hog_225,0.153178,0.105907
hog_226,0.135092,0.107451
hog_227,0.090438,0.092771
hog_228,0.082381,0.092601
hog_229,0.069627,0.084703
hog_230,0.097241,0.101668
hog_231,0.094856,0.099994
hog_232,0.116611,0.105027
hog_233,0.1197,0.102239
hog_234,0.143458,0.108099
hog_235,0.183686,0.122071
hog_236,0.126248,0.102652
hog_237,0.109697,0.096951
hog_238,0.098579,0.091246
hog_239,0.122117,0.107766
hog_240,0.12948,0.111789
hog_241,0.158671,0.121581
hog_242,0.163859,0.117467
hog_243,0.193165,0.127232
hog_244,0.163652,0.128823
hog_245,0.115185,0.108065
hog_246,0.105747,0.102087
hog_247,0.101087,0.097884
hog_248,0.127714,0.106202
hog_249,0.130033,0.107853
hog_250,0.15353,0.116183
hog_251,0.15769,0.11643
hog_252,0.178338,0.132931
hog_253,0.147845,0.102926
hog_254,0.083266,0.092293
hog_255,0.085342,0.094426
hog_256,0.063155,0.095265
hog_257,0.11831,0.122859
hog_258,0.085478,0.10585
hog_259,0.133534,0.109686
hog_260,0.135839,0.104617
hog_261,0.169181,0.102237
hog_262,0.153417,0.102655
hog_263,0.082531,0.091816
hog_264,0.08539,0.092939
hog_265,0.048423,0.074904
hog_266,0.10546,0.108963
hog_267,0.064399,0.086718
hog_268,0.116485,0.095861
hog_269,0.117649,0.095282
hog_270,0.167936,0.100428
hog_271,0.175196,0.122533
hog_272,0.09958,0.098448
hog_273,0.109057,0.100106
hog_274,0.08483,0.104506
hog_275,0.141151,0.125967
hog_276,0.112585,0.115968
hog_277,0.162303,0.118972
hog_278,0.165546,0.120031
hog_279,0.199623,0.125059
hog_280,0.181298,0.122865
hog_281,0.097075,0.099441
hog_282,0.104058,0.100779
hog_283,0.065039,0.083717
hog_284,0.128267,0.111919
hog_285,0.094813,0.099628
hog_286,0.154687,0.114595
hog_287,0.153738,0.116171
hog_288,0.201423,0.121207
hog_289,0.117545,0.10232
hog_290,0.09648,0.097534
hog_291,0.11336,0.102375
hog_292,0.080282,0.087374
hog_293,0.131538,0.109664
hog_294,0.073329,0.094179
hog_295,0.106513,0.1081
hog_296,0.081768,0.100842
hog_297,0.111283,0.104796
hog_298,0.1473,0.107792
hog_299,0.12539,0.106843
hog_300,0.140206,0.108088
hog_301,0.111611,0.111042
hog_302,0.1784,0.132612
hog_303,0.124857,0.132502
hog_304,0.158419,0.1397
hog_305,0.133065,0.128907
hog_306,0.143866,0.111899
hog_307,0.121022,0.105919
hog_308,0.105294,0.106176
hog_309,0.125295,0.110863
hog_310,0.085121,0.094011
hog_311,0.13137,0.112615
hog_312,0.068537,0.091439
hog_313,0.106595,0.107523
hog_314,0.081204,0.09218
hog_315,0.110939,0.103481
hog_316,0.142376,0.10636
hog_317,0.127256,0.11591
hog_318,0.142841,0.117409
hog_319,0.112154,0.115157
hog_320,0.176547,0.1321
hog_321,0.116537,0.123128
hog_322,0.157879,0.124706
hog_323,0.132197,0.114583
hog_324,0.142827,0.10818
hog_325,0.112245,0.100315
hog_326,0.091097,0.088882
hog_327,0.093481,0.089978
hog_328,0.100167,0.090213
hog_329,0.128147,0.105751
hog_330,0.117776,0.100621
hog_331,0.13786,0.109836
hog_332,0.137923,0.115814
hog_333,0.132359,0.112577
hog_334,0.149612,0.107007
hog_335,0.117115,0.093691
hog_336,0.114843,0.096438
hog_337,0.119693,0.102654
hog_338,0.146665,0.117465
hog_339,0.137406,0.109618
hog_340,0.154405,0.115634
hog_341,0.16779,0.118917
hog_342,0.168621,0.114205
hog_343,0.114167,0.10254
hog_344,0.089673,0.095597
hog_345,0.08577,0.09112
hog_346,0.092697,0.095588
hog_347,0.119482,0.108086
hog_348,0.107888,0.097537
hog_349,0.129535,0.100955
hog_350,0.137798,0.107179
hog_351,0.133993,0.108307
hog_352,0.148071,0.106508
hog_353,0.110689,0.098235
hog_354,0.104391,0.097539
hog_355,0.10554,0.101044
hog_356,0.134012,0.117883
hog_357,0.131223,0.112571
hog_358,0.155903,0.114181
hog_359,0.168199,0.110634
hog_360,0.172368,0.110767
hog_361,0.165269,0.110323
hog_362,0.152823,0.113449
hog_363,0.13887,0.10991
hog_364,0.121683,0.101989
hog_365,0.130268,0.111291
hog_366,0.113724,0.099968
hog_367,0.114311,0.095754
hog_368,0.116432,0.09397
hog_369,0.146127,0.104638
hog_370,0.15015,0.114786
hog_371,0.146563,0.115332
hog_372,0.137746,0.107361
hog_373,0.121733,0.099425
hog_374,0.128678,0.098773
hog_375,0.113089,0.097046
hog_376,0.110486,0.095503
hog_377,0.108809,0.095448
hog_378,0.131983,0.105762
hog_379,0.163731,0.107842
hog_380,0.143415,0.108991
hog_381,0.12627,0.104154
hog_382,0.107642,0.099518
hog_383,0.121168,0.114571
hog_384,0.105092,0.102208
hog_385,0.114936,0.102706
hog_386,0.119404,0.099401
hog_387,0.147862,0.102612
hog_388,0.155027,0.109469
hog_389,0.141194,0.110076
hog_390,0.129245,0.10357
hog_391,0.107388,0.094561
hog_392,0.125251,0.106032
hog_393,0.110171,0.102941
hog_394,0.113474,0.104184
hog_395,0.110675,0.101299
hog_396,0.136848,0.104968
hog_397,0.145169,0.107928
hog_398,0.12605,0.113555
hog_399,0.12534,0.109091
hog_400,0.095926,0.10142
hog_401,0.140288,0.114766
hog_402,0.118108,0.117404
hog_403,0.133997,0.108393
hog_404,0.11386,0.095443
hog_405,0.139488,0.105069
hog_406,0.1511,0.109451
hog_407,0.116402,0.10936
hog_408,0.117786,0.106708
hog_409,0.078546,0.089796
hog_410,0.122887,0.102101
hog_411,0.094733,0.094164
hog_412,0.1208,0.097139
hog_413,0.106858,0.091233
hog_414,0.145892,0.105866
hog_415,0.16385,0.113078
hog_416,0.138213,0.113207
hog_417,0.131495,0.110108
hog_418,0.097579,0.100187
hog_419,0.142884,0.120786
hog_420,0.115489,0.120922
hog_421,0.138171,0.117334
hog_422,0.120958,0.107739
hog_423,0.154196,0.108602
hog_424,0.166919,0.114513
hog_425,0.123291,0.107209
hog_426,0.116588,0.103039
hog_427,0.080916,0.093497
hog_428,0.123527,0.105609
hog_429,0.096195,0.100021
hog_430,0.130571,0.111786
hog_431,0.118933,0.105655
hog_432,0.165975,0.112253
hog_433,0.173615,0.111368
hog_434,0.124503,0.113765
hog_435,0.115827,0.104697
hog_436,0.053468,0.075137
hog_437,0.095514,0.10865
hog_438,0.048469,0.07991
hog_439,0.100016,0.108916
hog_440,0.099781,0.108434
hog_441,0.157601,0.112088
hog_442,0.191877,0.112628
hog_443,0.144422,0.116008
hog_444,0.130515,0.108816
hog_445,0.076141,0.101359
hog_446,0.12149,0.12434
hog_447,0.073527,0.104133
hog_448,0.129911,0.126394
hog_449,0.132874,0.125742
hog_450,0.179633,0.115884
hog_451,0.167554,0.107007
hog_452,0.129439,0.114232
hog_453,0.132894,0.112208
hog_454,0.066951,0.09071
hog_455,0.118011,0.110097
hog_456,0.047673,0.081653
hog_457,0.094858,0.105207
hog_458,0.094334,0.103681
hog_459,0.148536,0.107246
hog_460,0.189498,0.10999
hog_461,0.149464,0.118208
hog_462,0.141877,0.115938
hog_463,0.081418,0.104753
hog_464,0.138883,0.118885
hog_465,0.059641,0.096752
hog_466,0.112362,0.114267
hog_467,0.115258,0.11154
hog_468,0.170327,0.110931
hog_469,0.152973,0.114684
hog_470,0.112411,0.110201
hog_471,0.102224,0.101535
hog_472,0.077775,0.09116
hog_473,0.112362,0.108877
hog_474,0.080635,0.092328
hog_475,0.120088,0.110816
hog_476,0.135178,0.122386
hog_477,0.160484,0.118731
hog_478,0.18387,0.117412
hog_479,0.129258,0.108789
hog_480,0.113816,0.104692
hog_481,0.088951,0.097535
hog_482,0.126184,0.11888
hog_483,0.099661,0.111463
hog_484,0.143662,0.122349
hog_485,0.161004,0.128334
hog_486,0.189516,0.121407
hog_487,0.148533,0.116643
hog_488,0.112759,0.11409
hog_489,0.096577,0.105371
hog_490,0.069447,0.094043
hog_491,0.104645,0.107963
hog_492,0.058854,0.081098
hog_493,0.095428,0.101439
hog_494,0.11076,0.111798
hog_495,0.14223,0.112828
hog_496,0.169,0.114023
hog_497,0.125148,0.11309
hog_498,0.108045,0.110352
hog_499,0.080073,0.101576
hog_500,0.117081,0.115941
hog_501,0.076004,0.101592
hog_502,0.119806,0.115784
hog_503,0.133401,0.118577
hog_504,0.173565,0.116968
hog_505,0.175628,0.120122
hog_506,0.137004,0.117236
hog_507,0.114706,0.10884
hog_508,0.085538,0.098236
hog_509,0.100947,0.107263
hog_510,0.082904,0.092614
hog_511,0.118251,0.109451
hog_512,0.139747,0.116161
hog_513,0.1784,0.120389
hog_514,0.184087,0.120511
hog_515,0.138281,0.114243
hog_516,0.118154,0.105581
hog_517,0.082987,0.094626
hog_518,0.101545,0.102762
hog_519,0.0845,0.095405
hog_520,0.123806,0.116683
hog_521,0.150861,0.121275
hog_522,0.189081,0.122021
hog_523,0.156301,0.113374
hog_524,0.113577,0.107086
hog_525,0.102406,0.105264
hog_526,0.076165,0.096117
hog_527,0.103649,0.10621
hog_528,0.071771,0.093346
hog_529,0.099455,0.104603
hog_530,0.119445,0.113898
hog_531,0.159915,0.11358
hog_532,0.160826,0.111893
hog_533,0.112519,0.106175
hog_534,0.103431,0.103013
hog_535,0.076931,0.095029
hog_536,0.10775,0.104526
hog_537,0.076898,0.098488
hog_538,0.110828,0.112966
hog_539,0.135913,0.120602
hog_540,0.172087,0.117726
hog_541,0.181397,0.116909
hog_542,0.12729,0.112207
hog_543,0.108493,0.105703
hog_544,0.075434,0.095721
hog_545,0.106248,0.110959
hog_546,0.084477,0.105824
hog_547,0.10946,0.103542
hog_548,0.125589,0.109459
hog_549,0.184856,0.117739
hog_550,0.190031,0.118423
hog_551,0.122149,0.110826
hog_552,0.102895,0.102744
hog_553,0.064235,0.084179
hog_554,0.092082,0.101312
hog_555,0.075213,0.097377
hog_556,0.112171,0.105477
hog_557,0.130216,0.114854
hog_558,0.19174,0.117657
hog_559,0.172471,0.113344
hog_560,0.113053,0.10384
hog_561,0.097913,0.103356
hog_562,0.067219,0.093118
hog_563,0.114929,0.110518
hog_564,0.082033,0.108876
hog_565,0.112671,0.108688
hog_566,0.130442,0.114544
hog_567,0.177637,0.113707
hog_568,0.185201,0.114912
hog_569,0.123376,0.1081
hog_570,0.103908,0.106473
hog_571,0.063551,0.08723
hog_572,0.110173,0.104531
hog_573,0.075539,0.100394
hog_574,0.113379,0.110759
hog_575,0.130822,0.117154
hog_576,0.189865,0.116074
