feature,mean,std
hog_177,0.154745,0.093678
hog_178,0.142684,0.081679
hog_179,0.137341,0.083285
hog_180,0.162171,0.093578
hog_181,0.139164,0.089594
hog_182,0.119475,0.077031
hog_183,0.120835,0.078256
hog_184,0.126646,0.088921
hog_185,0.166164,0.102799
hog_186,0.120139,0.08329
hog_187,0.116308,0.076239
hog_188,0.119028,0.077858
hog_189,0.138862,0.089542
hog_190,0.15262,0.091322
hog_191,0.131377,0.082768
hog_192,0.134075,0.079637
hog_193,0.137213,0.087974
hog_194,0.172233,0.098959
hog_195,0.130986,0.084977
hog_196,0.127841,0.077781
hog_197,0.12759,0.081118
hog_198,0.151419,0.091316
hog_199,0.152183,0.089628
hog_200,0.1347,0.082355
hog_201,0.132782,0.078801
hog_202,0.134406,0.0895
hog_203,0.174257,0.101125
hog_204,0.134406,0.087508
hog_205,0.131544,0.081134
hog_206,0.130355,0.081454
hog_207,0.149364,0.087552
hog_208,0.165744,0.092402
hog_209,0.145615,0.083865
hog_210,0.147069,0.081475
hog_211,0.146285,0.088367
hog_212,0.181489,0.098567
hog_213,0.143607,0.08856
hog_214,0.141778,0.080256
hog_215,0.141201,0.08378
hog_216,0.164047,0.092267
hog_217,0.141605,0.090626
hog_218,0.120994,0.079946
hog_219,0.117508,0.07728
hog_220,0.120155,0.083856
hog_221,0.162483,0.104681
hog_222,0.118589,0.084124
hog_223,0.117151,0.076828
hog_224,0.118992,0.081381
hog_225,0.143094,0.090288
hog_226,0.151788,0.09135
hog_227,0.13237,0.085296
hog_228,0.129519,0.079971
hog_229,0.134155,0.087842
hog_230,0.174006,0.100034
hog_231,0.131619,0.085516
hog_232,0.129967,0.08043
hog_233,0.128108,0.082987
hog_234,0.154976,0.09168
hog_235,0.153394,0.089984
hog_236,0.129371,0.082324
hog_237,0.127906,0.079246
hog_238,0.133311,0.087508
hog_239,0.177873,0.103218
hog_240,0.136296,0.089727
hog_241,0.130497,0.078547
hog_242,0.126979,0.081631
hog_243,0.148706,0.087537
hog_244,0.164062,0.090061
hog_245,0.140141,0.081857
hog_246,0.142368,0.081579
hog_247,0.147733,0.087956
hog_248,0.186713,0.0979
hog_249,0.151911,0.087632
hog_250,0.147175,0.0803
hog_251,0.1404,0.082236
hog_252,0.16312,0.08928
hog_253,0.136261,0.087389
hog_254,0.113544,0.079365
hog_255,0.115261,0.077671
hog_256,0.122443,0.085119
hog_257,0.167008,0.100419
hog_258,0.125283,0.086577
hog_259,0.115608,0.074066
hog_260,0.11076,0.076963
hog_261,0.134049,0.086891
hog_262,0.156362,0.086749
hog_263,0.129101,0.083769
hog_264,0.131474,0.080684
hog_265,0.138255,0.088844
hog_266,0.179425,0.102527
hog_267,0.128915,0.087169
hog_268,0.124781,0.078046
hog_269,0.121275,0.081761
hog_270,0.153538,0.086878
hog_271,0.150628,0.091347
hog_272,0.130004,0.084387
hog_273,0.134282,0.083065
hog_274,0.133924,0.087845
hog_275,0.181812,0.099556
hog_276,0.136053,0.089044
hog_277,0.12824,0.078906
hog_278,0.124881,0.08072
hog_279,0.146864,0.088838
hog_280,0.171732,0.088374
hog_281,0.142717,0.088343
hog_282,0.146187,0.084166
hog_283,0.147858,0.090321
hog_284,0.189991,0.098519
hog_285,0.147808,0.093808
hog_286,0.14382,0.079957
hog_287,0.13763,0.085464
hog_288,0.169441,0.085468
hog_289,0.139352,0.083332
hog_290,0.113222,0.074863
hog_291,0.115859,0.0747
hog_292,0.123338,0.08552
hog_293,0.162087,0.098042
hog_294,0.11844,0.080048
hog_295,0.115756,0.076377
hog_296,0.112878,0.07774
hog_297,0.140605,0.086699
hog_298,0.150915,0.086402
hog_299,0.128139,0.076876
hog_300,0.132571,0.080428
hog_301,0.134938,0.087477
hog_302,0.175852,0.096051
hog_303,0.135546,0.085732
hog_304,0.133675,0.082925
hog_305,0.133183,0.083638
hog_306,0.15503,0.088989
hog_307,0.154217,0.088895
hog_308,0.128826,0.082006
hog_309,0.129872,0.080968
hog_310,0.135848,0.087915
hog_311,0.177228,0.098135
hog_312,0.136602,0.087031
hog_313,0.134034,0.087183
hog_314,0.126308,0.082386
hog_315,0.153636,0.08816
hog_316,0.160092,0.089194
hog_317,0.142108,0.082219
hog_318,0.148875,0.082339
hog_319,0.147529,0.089837
hog_320,0.191394,0.097449
hog_321,0.152176,0.092026
hog_322,0.147808,0.086625
hog_323,0.141959,0.085295
hog_324,0.162233,0.08844
hog_325,0.139194,0.089243
hog_326,0.117452,0.079834
hog_327,0.121784,0.077114
hog_328,0.120234,0.081384
hog_329,0.165018,0.098235
hog_330,0.122552,0.084414
hog_331,0.115182,0.074062
hog_332,0.112497,0.074558
hog_333,0.136666,0.087728
hog_334,0.155568,0.090655
hog_335,0.129564,0.080647
hog_336,0.131532,0.080254
hog_337,0.130464,0.084215
hog_338,0.176582,0.101122
hog_339,0.139922,0.089541
hog_340,0.134785,0.081502
hog_341,0.128823,0.080525
hog_342,0.152566,0.09045
hog_343,0.149693,0.092497
hog_344,0.128171,0.085199
hog_345,0.131668,0.082993
hog_346,0.133999,0.085012
hog_347,0.183325,0.098468
hog_348,0.138184,0.088657
hog_349,0.129084,0.07969
hog_350,0.124683,0.077654
hog_351,0.148257,0.091689
hog_352,0.160414,0.093328
hog_353,0.137401,0.08821
hog_354,0.138105,0.081724
hog_355,0.142133,0.088375
hog_356,0.187815,0.100446
hog_357,0.152992,0.091659
hog_358,0.149664,0.085712
hog_359,0.143604,0.082525
hog_360,0.161924,0.094271
hog_361,0.139719,0.088015
hog_362,0.122244,0.083346
hog_363,0.117413,0.075849
hog_364,0.117865,0.082782
hog_365,0.162672,0.100397
hog_366,0.124598,0.083126
hog_367,0.116142,0.072034
hog_368,0.112967,0.073845
hog_369,0.138412,0.084595
hog_370,0.151743,0.090556
hog_371,0.135898,0.087447
hog_372,0.135661,0.078485
hog_373,0.135812,0.085752
hog_374,0.173733,0.099033
hog_375,0.138287,0.085983
hog_376,0.13302,0.080545
hog_377,0.125409,0.077558
hog_378,0.150756,0.086622
hog_379,0.151894,0.088412
hog_380,0.131802,0.08094
hog_381,0.129657,0.079162
hog_382,0.130964,0.083606
hog_383,0.177617,0.098315
hog_384,0.14033,0.086332
hog_385,0.130318,0.076749
hog_386,0.12855,0.082568
hog_387,0.151786,0.088032
hog_388,0.165721,0.089897
hog_389,0.145353,0.08548
hog_390,0.145082,0.081985
hog_391,0.147962,0.08855
hog_392,0.188084,0.094024
hog_393,0.154018,0.086842
hog_394,0.146961,0.082738
hog_395,0.144179,0.082014
hog_396,0.164587,0.08887
hog_397,0.13574,0.089531
hog_398,0.11872,0.081336
hog_399,0.123413,0.077668
hog_400,0.128111,0.08594
hog_401,0.169126,0.099647
hog_402,0.122259,0.082124
hog_403,0.115698,0.074439
hog_404,0.110936,0.073635
hog_405,0.135576,0.08976
hog_406,0.157107,0.087491
hog_407,0.131702,0.084787
hog_408,0.137606,0.082374
hog_409,0.142471,0.091657
hog_410,0.179518,0.097585
hog_411,0.131791,0.088084
hog_412,0.129418,0.079852
hog_413,0.121138,0.079423
hog_414,0.15553,0.088838
hog_415,0.144992,0.0866
hog_416,0.126302,0.083947
hog_417,0.130497,0.082551
hog_418,0.13563,0.08868
hog_419,0.181464,0.098532
hog_420,0.133584,0.084666
hog_421,0.130638,0.080073
hog_422,0.125219,0.079697
hog_423,0.143054,0.085571
hog_424,0.166326,0.087466
hog_425,0.136431,0.087944
hog_426,0.149221,0.08995
hog_427,0.154512,0.096811
hog_428,0.193651,0.095973
hog_429,0.144916,0.091928
hog_430,0.138872,0.082917
hog_431,0.131317,0.082614
hog_432,0.161272,0.084516
hog_433,0.138727,0.085397
hog_434,0.112817,0.074689
hog_435,0.117418,0.078134
hog_436,0.123878,0.085334
hog_437,0.164265,0.101736
hog_438,0.121884,0.085201
hog_439,0.117176,0.076778
hog_440,0.113179,0.08029
hog_441,0.139363,0.086573
hog_442,0.149801,0.088376
hog_443,0.127081,0.080733
hog_444,0.131331,0.081124
hog_445,0.135282,0.08929
hog_446,0.176713,0.101294
hog_447,0.139881,0.09054
hog_448,0.135047,0.08434
hog_449,0.131838,0.0828
hog_450,0.150188,0.08961
hog_451,0.152609,0.08904
hog_452,0.126457,0.081524
hog_453,0.128381,0.080196
hog_454,0.129338,0.0875
hog_455,0.188675,0.097327
hog_456,0.1289,0.088029
hog_457,0.125313,0.076635
hog_458,0.122721,0.080195
hog_459,0.152007,0.091256
hog_460,0.162916,0.092457
hog_461,0.13714,0.082937
hog_462,0.139265,0.082126
hog_463,0.146538,0.089928
hog_464,0.200572,0.094295
hog_465,0.150461,0.093058
hog_466,0.14599,0.085843
hog_467,0.143807,0.085112
hog_468,0.159777,0.089958
hog_469,0.138268,0.089784
hog_470,0.115569,0.078647
hog_471,0.112865,0.071761
hog_472,0.112838,0.081062
hog_473,0.167727,0.107773
hog_474,0.127511,0.087295
hog_475,0.124597,0.078513
hog_476,0.118126,0.080188
hog_477,0.138892,0.089743
hog_478,0.150318,0.091803
hog_479,0.127297,0.085901
hog_480,0.125772,0.080496
hog_481,0.131948,0.088171
hog_482,0.177982,0.10391
hog_483,0.138788,0.090608
hog_484,0.134092,0.081874
hog_485,0.127141,0.084462
hog_486,0.150784,0.091792
hog_487,0.145579,0.092381
hog_488,0.124013,0.08304
hog_489,0.121724,0.081143
hog_490,0.122673,0.087092
hog_491,0.189243,0.101361
hog_492,0.136067,0.087412
hog_493,0.135063,0.081286
hog_494,0.129369,0.086347
hog_495,0.146185,0.089856
hog_496,0.156584,0.092664
hog_497,0.13509,0.088959
hog_498,0.132238,0.085921
hog_499,0.138809,0.09236
hog_500,0.20026,0.096804
hog_501,0.147697,0.093432
hog_502,0.146183,0.08535
hog_503,0.13938,0.089377
hog_504,0.160373,0.092722
hog_505,0.139968,0.089688
hog_506,0.118365,0.083621
hog_507,0.116781,0.075494
hog_508,0.124062,0.086549
hog_509,0.164384,0.101331
hog_510,0.126737,0.087872
hog_511,0.122888,0.077341
hog_512,0.11855,0.079004
hog_513,0.136059,0.086424
hog_514,0.14833,0.089723
hog_515,0.124919,0.081347
hog_516,0.125705,0.077899
hog_517,0.13221,0.087557
hog_518,0.175724,0.100639
hog_519,0.13802,0.089192
hog_520,0.134316,0.082053
hog_521,0.130889,0.080769
hog_522,0.147102,0.088117
hog_523,0.150027,0.092238
hog_524,0.124623,0.084818
hog_525,0.124755,0.078574
hog_526,0.13253,0.089423
hog_527,0.187889,0.096071
hog_528,0.136778,0.090231
hog_529,0.130072,0.07832
hog_530,0.1279,0.082293
hog_531,0.147281,0.089329
hog_532,0.15704,0.090124
hog_533,0.135105,0.087212
hog_534,0.134387,0.078925
hog_535,0.143004,0.090186
hog_536,0.202619,0.094166
hog_537,0.15004,0.091809
hog_538,0.145389,0.082788
hog_539,0.141885,0.086692
hog_540,0.160392,0.090968
hog_541,0.133266,0.084671
hog_542,0.115707,0.074993
hog_543,0.126258,0.080958
hog_544,0.129667,0.084825
hog_545,0.165869,0.09778
hog_546,0.122645,0.083411
hog_547,0.122572,0.081719
hog_548,0.113958,0.079523
hog_549,0.132253,0.081275
hog_550,0.154607,0.086443
hog_551,0.128091,0.079781
hog_552,0.135894,0.084313
hog_553,0.134814,0.085634
hog_554,0.172344,0.098023
hog_555,0.127418,0.086518
hog_556,0.128388,0.082674
hog_557,0.119163,0.080159
hog_558,0.152224,0.083823
hog_559,0.14336,0.088191
hog_560,0.127562,0.080784
hog_561,0.136476,0.082296
hog_562,0.138409,0.091015
hog_563,0.193583,0.092221
hog_564,0.130692,0.086867
hog_565,0.133696,0.0849
hog_566,0.132619,0.088242
hog_567,0.147788,0.08861
hog_568,0.165318,0.088404
hog_569,0.138959,0.084464
hog_570,0.145111,0.085361
hog_571,0.142788,0.087443
hog_572,0.201096,0.089788
hog_573,0.139435,0.088031
hog_574,0.14286,0.086999
hog_575,0.140431,0.08922
hog_576,0.168677,0.088023
